#ENSG	canENSP	ENST	Sample	GTExMDTs	N_GTEx	MedianMDTenrGTEx	Pvalue	Qvalue	N_GTeX_MDTs	EnrPcawg	MedRelExprGTEx	RelExprPcawg	MissedInts	StringIntN	MissedCanN	MissedComN
ENSG00000105879	ENSP00000401277	ENST00000222597	3a5a0fa3-1cbd-4123-a217-e5644dbbddde	ENST00000440859:76	88	5.810502819548872	6.462e-27	6.649e-27	76	2.086	0.165	0.617	-	0	0	0
ENSG00000105879	ENSP00000401277	ENST00000222597	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000440859:76	88	5.810502819548872	6.462e-27	6.649e-27	76	18.216	0.165	0.948	-	0	0	0
ENSG00000105887	ENSP00000376800	ENST00000435723	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000393085:88	88	12.535975295934124	6.462e-27	6.649e-27	88	4.064	0.074	0.803	PF12796:Ank_2:7-97:PF00023:Ank:ENSP00000226574:932:1,PF12796:Ank_2:7-97:PF01115:F_actin_cap_B:ENSP00000264202:913:1	2	2	0
ENSG00000105971	ENSP00000222693	ENST00000393480	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000222693:85	88	5.132352941176471	6.462e-27	6.649e-27	85	2.568	0.081	0.565	-	0	0	0
ENSG00000105971	ENSP00000222693	ENST00000393480	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000222693:85	88	5.132352941176471	6.462e-27	6.649e-27	85	2.439	0.081	0.709	-	0	0	0
ENSG00000105971	ENSP00000222693	ENST00000393480	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000222693:85	88	5.132352941176471	6.462e-27	6.649e-27	85	2.833	0.081	0.625	-	0	0	0
ENSG00000105974	ENSP00000339191	ENST00000456473	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000405348:45	88	2.460491659350307	6.462e-27	6.649e-27	45	8.833	0.000	0.858	-	0	0	0
ENSG00000105974	ENSP00000339191	ENST00000456473	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000405348:45	88	2.460491659350307	6.462e-27	6.649e-27	45	8.081	0.000	0.769	-	0	0	0
ENSG00000105974	ENSP00000339191	ENST00000456473	5f8c2272-4530-45b3-a6d7-00de9be46d71	ENST00000405348:45	88	2.460491659350307	6.462e-27	6.649e-27	45	2.248	0.000	0.513	-	0	0	0
ENSG00000105974	ENSP00000339191	ENST00000456473	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	ENST00000405348:45	88	2.460491659350307	6.462e-27	6.649e-27	45	2.874	0.000	0.571	-	0	0	0
ENSG00000105974	ENSP00000339191	ENST00000456473	0031d433-d703-4b2c-9fdf-2920008eb457	ENST00000405348:45	88	2.460491659350307	6.462e-27	6.649e-27	45	2.173	0.000	0.452	-	0	0	0
ENSG00000105974	ENSP00000339191	ENST00000456473	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000405348:45	88	2.460491659350307	6.462e-27	6.649e-27	45	2.642	0.000	0.570	-	0	0	0
ENSG00000105974	ENSP00000339191	ENST00000456473	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000405348:45	88	2.460491659350307	6.462e-27	6.649e-27	45	5.346	0.000	0.696	-	0	0	0
ENSG00000106025	ENSP00000222747	ENST00000430985	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000222747:85	88	6.425196850393701	6.462e-27	6.649e-27	85	2.710	0.093	0.596	-	0	0	0
ENSG00000106025	ENSP00000222747	ENST00000430985	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000222747:85	88	6.425196850393701	6.462e-27	6.649e-27	85	2.499	0.093	0.524	-	0	0	0
ENSG00000106025	ENSP00000222747	ENST00000430985	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	ENST00000222747:85	88	6.425196850393701	6.462e-27	6.649e-27	85	3.175	0.093	0.602	-	0	0	0
ENSG00000106025	ENSP00000222747	ENST00000430985	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000222747:85	88	6.425196850393701	6.462e-27	6.649e-27	85	4.346	0.093	0.712	-	0	0	0
ENSG00000106025	ENSP00000222747	ENST00000430985	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000222747:85	88	6.425196850393701	6.462e-27	6.649e-27	85	9.923	0.093	0.807	-	0	0	0
ENSG00000106034	ENSP00000309772	ENST00000340646	5f8c2272-4530-45b3-a6d7-00de9be46d71	ENST00000310396:66	88	5.779985108975227	6.462e-27	6.649e-27	66	2.793	0.080	0.634	-	0	0	0
ENSG00000106049	ENSP00000265395	ENST00000428288	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000265395:46	88	2.777798483846922	6.462e-27	6.649e-27	46	3.134	0.330	0.758	-	0	0	0
ENSG00000106049	ENSP00000265395	ENST00000428288	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000265395:46	88	2.777798483846922	6.462e-27	6.649e-27	46	3.833	0.330	0.660	-	0	0	0
ENSG00000106052	ENSP00000379612	ENST00000457186	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000396319:82	88	3.1962164003553886	6.462e-27	6.649e-27	82	3.524	0.047	0.751	-	0	0	0
ENSG00000106052	ENSP00000379612	ENST00000457186	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000396319:82	88	3.1962164003553886	6.462e-27	6.649e-27	82	2.101	0.047	0.396	-	0	0	0
ENSG00000106052	ENSP00000379612	ENST00000457186	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000396319:82	88	3.1962164003553886	6.462e-27	6.649e-27	82	2.036	0.047	0.461	-	0	0	0
ENSG00000106077	ENSP00000222800	ENST00000437775	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000222800:85	88	3.331967213114754	6.462e-27	6.649e-27	85	4.445	0.000	0.540	-	0	0	0
ENSG00000106086	ENSP00000397947	ENST00000396257	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000440706:66	88	3.984397677793904	6.462e-27	6.649e-27	66	3.359	0.072	0.560	-	0	0	0
ENSG00000106346	ENSP00000301962	ENST00000426246	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000306177:88	88	7.335648148148148	6.462e-27	6.649e-27	88	4.057	0.009	0.710	-	0	0	0
ENSG00000106351	ENSP00000300176	ENST00000262935	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000300176:56	88	3.2504434961393356	6.462e-27	6.649e-27	56	2.235	0.219	0.622	-	0	0	0
ENSG00000106351	ENSP00000300176	ENST00000262935	1dc3f8d9-c9fd-4178-a0d1-520fcf2a5ebe	ENST00000300176:56	88	3.2504434961393356	6.462e-27	6.649e-27	56	2.513	0.219	0.618	-	0	0	0
ENSG00000106351	ENSP00000300176	ENST00000262935	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000300176:56	88	3.2504434961393356	6.462e-27	6.649e-27	56	3.037	0.219	0.682	-	0	0	0
ENSG00000106392	ENSP00000223122	ENST00000402468	0031d433-d703-4b2c-9fdf-2920008eb457	ENST00000436587:63,ENST00000223122:1	88	4.0688648964108545	6.462e-27	6.649e-27	64	2.724	0.184	0.586	-	0	0	0
ENSG00000106392	ENSP00000223122	ENST00000402468	b2ee51d4-301a-47f2-9be0-de43df53cad6	ENST00000436587:63,ENST00000223122:1	88	4.0688648964108545	6.462e-27	6.649e-27	64	2.036	0.184	0.606	-	0	0	0
ENSG00000106392	ENSP00000223122	ENST00000402468	9fc223be-56b9-4fde-8981-806a82045236	ENST00000436587:63,ENST00000223122:1	88	4.0688648964108545	6.462e-27	6.649e-27	64	2.020	0.184	0.591	-	0	0	0
ENSG00000106399	ENSP00000223129	ENST00000406109	4487f658-d3c7-4efa-bdaa-dfec82673a5e	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	3.236	0.200	0.693	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	82a1c742-2d97-4c7a-bf1d-ca0233c60b6c	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	2.473	0.200	0.637	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	4c006fb2-f1e6-4d7d-b6f5-bf28b46035c0	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	3.042	0.200	0.685	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	d28cd72f-27c3-4bea-bfc1-233461270a0b	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	3.085	0.200	0.671	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	58b577ba-2193-4bfc-9363-c10652306ce6	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	2.306	0.200	0.627	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	ab75168e-e0a3-46b9-a96f-49f383271b41	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	2.989	0.200	0.679	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	c3a004b4-f231-4be4-9738-2f3b6290598f	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	2.538	0.200	0.657	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	d660ee4f-58f3-4fd9-997a-6a2d0eefa66f	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	2.963	0.200	0.657	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	424f0f4a-48d0-4dfb-bee6-b45298d0b75d	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	2.139	0.200	0.616	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	9fc223be-56b9-4fde-8981-806a82045236	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	2.200	0.200	0.628	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	bd33fafa-9922-4efe-9e1d-c8d8f6b8e7cc	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	4.325	0.200	0.712	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106399	ENSP00000223129	ENST00000406109	28904a18-b1fc-4d2f-8cd5-3f7ff759dac1	ENST00000396682:57	88	2.8947368421052633	6.462e-27	6.649e-27	57	2.569	0.200	0.668	PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000254719:999:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000362131:997:1,PF08661:Rep_fac-A_3:5-113:PF01336:tRNA_anti-codon:ENSP00000363021:999:1	3	3	0
ENSG00000106415	ENSP00000223145	ENST00000430798	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000223145:88	88	inf	6.462e-27	6.649e-27	88	5.060	0.000	0.691	-	0	0	0
ENSG00000106624	ENSP00000223357	ENST00000413907	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000223357:50	88	2.433068427521647	6.462e-27	6.649e-27	50	3.751	0.138	0.639	-	0	0	0
ENSG00000106624	ENSP00000223357	ENST00000413907	151bb98d-d961-49c1-a54f-8293b3ab2ebd	ENST00000223357:50	88	2.433068427521647	6.462e-27	6.649e-27	50	2.500	0.138	0.607	-	0	0	0
ENSG00000106624	ENSP00000223357	ENST00000413907	64b434c0-0692-4034-9561-698a4d34629d	ENST00000223357:50	88	2.433068427521647	6.462e-27	6.649e-27	50	2.706	0.138	0.599	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.082	0.232	0.532	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	e4d3986d-f3bd-44c2-a850-b72571bf0215	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	5.404	0.232	0.767	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	778a27dd-94f3-484f-9da5-9ba003dde54d	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.339	0.232	0.552	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	4487f658-d3c7-4efa-bdaa-dfec82673a5e	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.191	0.232	0.431	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.137	0.232	0.495	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	5f8c2272-4530-45b3-a6d7-00de9be46d71	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	3.595	0.232	0.553	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	d28cd72f-27c3-4bea-bfc1-233461270a0b	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.917	0.232	0.489	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	58b577ba-2193-4bfc-9363-c10652306ce6	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.647	0.232	0.495	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	64b434c0-0692-4034-9561-698a4d34629d	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.854	0.232	0.572	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	ab75168e-e0a3-46b9-a96f-49f383271b41	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.265	0.232	0.541	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	ffac8b7c-64ac-429c-800b-fb2a5b6deefe	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.192	0.232	0.470	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	0031d433-d703-4b2c-9fdf-2920008eb457	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.318	0.232	0.500	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	424f0f4a-48d0-4dfb-bee6-b45298d0b75d	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.206	0.232	0.450	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	874d730a-f299-4a0d-a582-8a1c627d1033	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.080	0.232	0.451	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.982	0.232	0.518	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	974b1fa9-8ee7-4f02-b0ff-221fc98abe5f	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	3.737	0.232	0.585	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	a7fa7e33-58e4-4463-b697-61a9c58bf9e1	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.485	0.232	0.543	-	0	0	0
ENSG00000106635	ENSP00000223368	ENST00000411832	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000223368:72	88	2.900104279725042	6.462e-27	6.649e-27	72	2.912	0.232	0.586	-	0	0	0
ENSG00000106771	ENSP00000363714	ENST00000491854	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000374586:88	88	38.41607142857143	6.462e-27	6.649e-27	88	2.389	0.022	0.705	-	0	0	0
ENSG00000106785	ENSP00000343990	ENST00000538344	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000341469:88	88	11.262310606060606	6.462e-27	6.649e-27	88	3.756	0.007	0.585	-	0	0	0
ENSG00000106819	ENSP00000364694	ENST00000450139	310820cc-fc05-45c6-8f04-a44db0828686	ENST00000375544:77	88	inf	6.462e-27	6.649e-27	77	4.286	0.000	0.758	-	0	0	0
ENSG00000106868	ENSP00000363388	ENST00000374264	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000374270:46,ENST00000355396:1	88	3.0292397660818713	6.462e-27	6.649e-27	47	2.362	0.184	0.674	-	0	0	0
ENSG00000106976	ENSP00000362014	ENST00000486160	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000372923:61	88	2.4914772727272725	6.462e-27	6.649e-27	61	2.840	0.030	0.651	-	0	0	0
ENSG00000106993	ENSP00000371278	ENST00000381858	778a27dd-94f3-484f-9da5-9ba003dde54d	ENST00000381854:62	88	3.0402717955278833	6.462e-27	6.649e-27	62	2.436	0.291	0.709	-	0	0	0
ENSG00000107099	ENSP00000408464	ENST00000453981	f53cf9e2-dcf1-4b70-b266-284dcf11f492	ENST00000382329:57	88	3.1808510638297878	6.462e-27	6.649e-27	57	2.054	0.058	0.425	-	0	0	0
ENSG00000107130	ENSP00000361475	ENST00000458469	778a27dd-94f3-484f-9da5-9ba003dde54d	ENST00000372398:56	88	4.583255038210774	6.462e-27	6.649e-27	56	2.267	0.232	0.694	-	0	0	0
ENSG00000107130	ENSP00000361475	ENST00000458469	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000372398:56	88	4.583255038210774	6.462e-27	6.649e-27	56	2.825	0.232	0.739	-	0	0	0
ENSG00000107130	ENSP00000361475	ENST00000458469	ceb8591f-6ef7-46f2-b140-12d27652ccfc	ENST00000372398:56	88	4.583255038210774	6.462e-27	6.649e-27	56	2.095	0.232	0.677	-	0	0	0
ENSG00000107130	ENSP00000361475	ENST00000458469	82a1c742-2d97-4c7a-bf1d-ca0233c60b6c	ENST00000372398:56	88	4.583255038210774	6.462e-27	6.649e-27	56	3.035	0.232	0.752	-	0	0	0
ENSG00000107130	ENSP00000361475	ENST00000458469	64b434c0-0692-4034-9561-698a4d34629d	ENST00000372398:56	88	4.583255038210774	6.462e-27	6.649e-27	56	2.042	0.232	0.671	-	0	0	0
ENSG00000107130	ENSP00000361475	ENST00000458469	974b1fa9-8ee7-4f02-b0ff-221fc98abe5f	ENST00000372398:56	88	4.583255038210774	6.462e-27	6.649e-27	56	2.331	0.232	0.700	-	0	0	0
ENSG00000107130	ENSP00000361475	ENST00000458469	3a5a0fa3-1cbd-4123-a217-e5644dbbddde	ENST00000372398:56	88	4.583255038210774	6.462e-27	6.649e-27	56	2.534	0.232	0.717	-	0	0	0
ENSG00000107130	ENSP00000361475	ENST00000458469	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000372398:56	88	4.583255038210774	6.462e-27	6.649e-27	56	2.501	0.232	0.714	-	0	0	0
ENSG00000107201	ENSP00000369213	ENST00000379883	4bc6fee0-71a0-43c6-a700-e3dc86865d70	ENST00000379882:73	88	4.640776699029126	6.462e-27	6.649e-27	73	2.186	0.108	0.610	-	0	0	0
ENSG00000107317	ENSP00000360687	ENST00000446677	c73b5974-5e67-41c9-b2c9-b38420465112	ENST00000371625:88	88	8.790540236404066	6.462e-27	6.649e-27	88	7.062	0.042	0.771	-	0	0	0
ENSG00000107362	ENSP00000366240	ENST00000377041	dd96340b-cc6f-4a3f-b441-c7af1d86684e	ENST00000333421:81	88	3.635135135135135	6.462e-27	6.649e-27	81	2.118	0.223	0.679	-	0	0	0
ENSG00000107362	ENSP00000366240	ENST00000377041	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000333421:81	88	3.635135135135135	6.462e-27	6.649e-27	81	3.759	0.223	0.790	-	0	0	0
ENSG00000107443	-	ENST00000465148	82bb01e9-a659-417b-b9e8-831a76277a21	ENST00000265992:79	88	4.47945205479452	6.462e-27	6.649e-27	79	2.514	0.192	0.715	-	0	0	0
ENSG00000107443	-	ENST00000465148	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000265992:79	88	4.47945205479452	6.462e-27	6.649e-27	79	3.980	0.192	0.799	-	0	0	0
ENSG00000107554	ENSP00000315659	ENST00000540316	932c2e20-510c-4aed-879e-b69d90710b64	ENST00000543621:57,ENST00000324109:20	88	7.767123287671233	6.462e-27	6.649e-27	77	2.459	0.020	0.680	PF00621:RhoGEF:788-966:PF00071:Ras:ENSP00000314458:964:1	1	1	0
ENSG00000107562	ENSP00000379140	ENST00000374429	47964b92-bd93-45b1-97c9-194da4c9dccb	ENST00000343575:72	88	3.2443754587472755	6.462e-27	6.649e-27	72	2.633	0.238	0.666	-	0	0	0
ENSG00000107562	ENSP00000379140	ENST00000374429	44dfb04b-bb65-43b6-98b3-b34fba958e37	ENST00000343575:72	88	3.2443754587472755	6.462e-27	6.649e-27	72	2.507	0.238	0.618	-	0	0	0
ENSG00000107562	ENSP00000379140	ENST00000374429	e1522cf2-53d1-485b-bf05-0f06194da23e	ENST00000343575:72	88	3.2443754587472755	6.462e-27	6.649e-27	72	2.457	0.238	0.674	-	0	0	0
ENSG00000107562	ENSP00000379140	ENST00000374429	b254c0ed-6844-4298-89a9-d436a0c38ca8	ENST00000343575:72	88	3.2443754587472755	6.462e-27	6.649e-27	72	2.493	0.238	0.576	-	0	0	0
ENSG00000107562	ENSP00000379140	ENST00000374429	4487f658-d3c7-4efa-bdaa-dfec82673a5e	ENST00000343575:72	88	3.2443754587472755	6.462e-27	6.649e-27	72	2.242	0.238	0.556	-	0	0	0
ENSG00000107562	ENSP00000379140	ENST00000374429	9c1d30c4-c8f0-4ca7-bec7-243f81b7680a	ENST00000343575:72	88	3.2443754587472755	6.462e-27	6.649e-27	72	2.082	0.238	0.450	-	0	0	0
ENSG00000107562	ENSP00000379140	ENST00000374429	bd33fafa-9922-4efe-9e1d-c8d8f6b8e7cc	ENST00000343575:72	88	3.2443754587472755	6.462e-27	6.649e-27	72	3.355	0.238	0.710	-	0	0	0
